ID,SuveyID_DoNotUse,Proofed_MC,Year,County,WaterbodyName,SiteName,Affiliation,SurveyType,Missing data,Corrections,surveyArea_ha,Survey Length (KM),# Survey Hours,# Surveys,0_Territories_FullProtocol,PO Territories,PR Territories,CO Territories,Breed_evidence,NumNests,Field21,NumDetected,Zone,StartX_UTME,StartY_UTMN,Start_Lat,Start_Long,StopX,StopY,StopLat,StopLong,Contact Info,VegType,Survey File Name,Incomplete or Complete Record,Comments,Field35,Legend,Comments between Susan and Maya,Nest1_X,Nest1_Y,Field40,Field41,Field42,Field43
938,937,,2020,Maricopa ,Hassayampa River and Palm Lake,Hassayampa River Preserve,AZGFD,Protocol,"Overal Vegetation Characteristics, YBCU #'s filled out incorrectly ",,,3,15.15,5,,1,1,1,Nest,1,,19,12S,343427,3755979,33.93263483,-112.6940403,343097,3756011,,,ckondrat-smith@azgfd.gov,,2020 NEW YBCU Survey Form_HRP,Complete,"YBCU #'s filled out incorrectly and ""Total Relative Cover"">100 for some entries, but this is a small mistake.",,,Susan corrected the county from Mohave to Maricopa,343169,3756100,,,,
939,938,mc,2020,Pima,Bingham Cienega,Bingham Cienega,Pima County,Protocol,,,,2.1,15.5,4,,1,3,,,,,19,12S,548374,3592226,32.46617305,-110.4852453,548203,3590280,,,jeff.gicklhorn@pima.gov,1,filed under San Pedro River - PICO_YBCU_2020_Bingham_dataform,Complete,filed under San Pedro River,,,,,,,,,
940,939,,2020,Pima,Cienega Creek,Cienega Creek East,Pima County,Protocol,,,,5.3,20.5,4,,2,1,,,,,15,12R,539933,3539777,31.99335333,-110.577261,540313,3539472,,,jeff.gicklhorn@pima.gov,1,PICO_YBCU_2020_CienegaCreekEast_dataform,Complete,,,,,,,,,,
941,940,,2020,Pima,Cienega Creek,Cienega Creek West,Pima County,Protocol,Subcanopy data (section blank); fields where asked if site surveyed last year,,,6.7,17.41,4,,2,,,,,,9,12R,539718,3540316,31.99822353,-110.5795148,535526,3541869,,,jeff.gicklhorn@pima.gov,1,PICO_YBCU_2020_CienegaCreekWest_dataform,Incomplete,,,,,,,,,,
942,941,,2020,Pima,Tanque Verde Creek,La Cebadilla Cienega,Pima County,Protocol,Subcanopy data (section blank); field empty asking about if same general are was surveyed this year vs last year,,,0.4,2.1,2,,,,,,,,2,12S,529505,3567595,32.24463343,-110.6867964,529319,3567595,,,amanda.webb@pima.gov,1,PICO_YBCU_2020_LaCebadilla_dataform,Incomplete ,2 detctions (no territories),,,,,,,,,
943,942,,2020,Pima,Posta Quemada Creek,Posta Quemada Canyon,Pima County,Protocol,Subcanopy data (section blank); field empty asking about if same general are was surveyed this year vs last year,,,1,1.17,1,,,,,,,,0,12S,529505,3567595,32.24463343,-110.6867964,529319,3567595,,,jeff.gicklhorn@pima.gov,1,PICO_YBCU_2020_PostaQuemada_dataform,Incomplete,No detections,,,,,,,,,
944,943,,2020,Pima,Tanque Verde Wash,Tanque Verde Wash,USFS,Protocol,Magnetic North Declination,,,1.71,4,2,,,,,,,,0,12S,530915,3567953,32.24782507,-110.6718175,532262,3568657,,,mollie.liskiewicz@usda.gov,1,YBCU TANQUE VERDE WASH 2020,Complete,No detections,,,,,,,,,
945,944,,2020,Pinal,Lower San Pedro River,Lower San Pedro River Wildlife Area,AZGFD,Protocol,"Comments on YBCU observations, Magnetic North Declination, description for ""If site was surveyed last year…""",,,5.7,48.75,4,,3,3,,,,,22,12S,528904,3629804,32.80583223,-110.6912629,526121,3634644,,,astingelin@azgfd.gov,2,,Complete,,,,,,,,,,
946,945,,2020,Pinal,Mineral Creek,Lower Mineral Creek,Westland Resources,Protocol,,,,2.36,14.5,4,0,,,,,,,2,12S,501756,3679049,33.2504179,-110.9811489,503645,3679891,,,jtress@westlandresources.com,1,LowerMineralCreek_YBC2020,Complete,2 detections (no territories),,,,,,,,,
947,946,,2020,Pinal,Mineral Creek,Upper Mineral Creek,Westland Resources,Protocol,,,,1.88,11,4,0,,,,,,,11,12S,505074,3678749,33.2477014,-110.945531,503749,3679883,,,jtress@westlandresources.com,1,UpperMineralCreek_YBC2020,Complete,No detections. Actually 11 detections MT ,,,,,,,,,
948,947,,2020,Pinal,Dripping Springs Wash (Gila River),Looney Springs,Audubon Arizona,Protocol,,,,2.6,9.95,4,0,,,,,,,0,12S,508927,3671287,33.18036876,-110.9042428,506538,3671479,,,cathy.wise@audubon.org,1,,Complete,No detections,,,,,,,,,
949,948,,2020,Pinal,Peppersauce Wash,Peppersauce Wash,USFS,Protocol,Magnetic North Declination,,,1.65,8.5,3,,,,,,,,0,12S,526812,3600298,32.53971944,-110.7144562,524369,3600568,,,Alexander.grant@usda.gov,1,YBCU PEPPERSAUCE WASH 2020,Complete,"No detections, portion of survey area burned by Bighorn Fire from 06/05/2020 – 07/15/2020.",,,,,,,,,
950,949,,2020,Riverside,Lower Colorado River,PVER Phase 1,Southern Sierra Research Station,Protocol,"Date Report Completed, Average Understory does not add to 100%",Found date,,0.8,2.75,4,,1,,,,,,2,11S,728217,3730448,33.68948136,-114.5379411,729443,3730706,,,dtracy.ssrs@gmail.com,1,PVER 1 YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
951,950,,2020,Riverside,Lower Colorado River,PVER Phase 2,Southern Sierra Research Station,Protocol,"Date Report Completed, Average Understory does not add to 100%",Found date,,0.78,11.5,4,,2,1,1,Juvy calls heard.,,,15,11S,728227,3730053,33.68591986,-114.5379349,729043,3730480,,,dtracy.ssrs@gmail.com,1,PVER Phase 2 YBCU Survey Summary Form 122920,Complete,Juvy calls heard ,,,,,,,,,
952,951,,2020,Riverside,Lower Colorado River,PVER Phase 3,Southern Sierra Research Station,Protocol,Average understory does not equal 100%,,,0.8,11.5,4,,,,1,Nest,,,7,11S,728245,3729614,33.68196015,-114.5378537,729056,3730084,,,dtracy.ssrs@gmail.com,1,PVER 3  YBCU Survey Summary Form 122920,Complete,1 nest found,,,,728724,3730068,,,,
953,952,,2020,Riverside,Lower Colorado River,PVER Phase 4 North,Southern Sierra Research Station,Protocol,"Date Report Completed, Average Overstory does not add to 100%",Found date,,0.8,9,4,,1,,2,Nest,,,5,11S,729810,3730740,33.69176899,-114.5206939,730639,3731163,,,dtracy.ssrs@gmail.com,1,PVER 4 N YBCU Survey Summary Form 122920,Complete,2 nests found,,,,730014,3730934,729948,3731137,,
954,953,,2020,Riverside,Lower Colorado River,PVER Phase 4 South,Southern Sierra Research Station,Protocol,Date Report Completed,Found date,,0.72,8.54,4,0,,,,,,,3,11S,729434,3730486,33.68956153,-114.5248127,730155,3730740,,,dtracy.ssrs@gmail.com,1,PVER 4 S YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
955,954,,2020,Riverside,Lower Colorado River,PVER Phase 5 North,Southern Sierra Research Station,Protocol,Date Report Completed ,Found date,,0.85,9.5,4,,1,1,1,,,,13,11S,731030,3731585,33.69911838,-114.5073228,731982,3732021,,,dtracy.ssrs@gmail.com,1,PVER Phase  05 N YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
956,955,,2020,Riverside,Lower Colorado River,PVER Phase 5 Triangle,Southern Sierra Research Station,Protocol,,,,0.9,8.25,4,,3,1,,,,,7,11S,731030,3730980,33.69366684,-114.5074803,731745,3731615,,,dtracy.ssrs@gmail.com,1,PVER Phase 05 Triangle YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
957,956,,2020,Riverside,Lower Colorado River,PVER Phase 5 West,Southern Sierra Research Station,Protocol,Date Report Completed ,Found date,,0.7,11.11,4,,2,,,,,,11,11S,730622,3731600,33.69934226,-114.5117173,731988,3732020,,,dtracy.ssrs@gmail.com,1,PVER Phase 05 W YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
958,957,,2020,Riverside,Lower Colorado River,PVER Phase 6 North,Southern Sierra Research Station,Protocol,"Date Report Completed, Immediate access habitat does not equal 100%",Found date,,1.5,13.34,4,,2,3,2,Nest,,,16,11S,730971,3732395,33.70642996,-114.5077479,732112,3732850,,,dtracy.ssrs@gmail.com,1,PVER Phase 06 N YBCU Survey Summary Form 122920,Complete,1 nest found,,,Incomplete or complete.  Susan says Complete (in this case looks like Fernando found missing date and made a note about habitat not adding up to 100% but looks like bird and coord data complete),732022,3732736,,,,
959,958,,2020,Riverside,Lower Colorado River,PVER Phase 6 South,Southern Sierra Research Station,Protocol,Date Report Completed,Found date,,1.08,12.25,4,,1,1,3,Nest,,,15,11S,730971,3731977,33.70266345,-114.5078568,732112,3732435,,,dtracy.ssrs@gmail.com,1,PVER Phase 06 S YBCU Survey Summary Form 122920,Complete,3 nests found in this survey.,,,3 nests found in this survey. Is this how I should enter them?  Yes,731706,3732015,731560,3732004,731311,3732305
960,959,,2020,Riverside,Lower Colorado River,PVER Phase 7 North,Southern Sierra Research Station,Protocol,Date Report Completed,Found date,,0.6,13.14,4,,3,1,,,,,9,11S,730900,3733220,33.71387932,-114.5082986,732020,3733665,,,dtracy.ssrs@gmail.com,1,PVER Phase 07 N YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
961,960,,2020,Riverside,Lower Colorado River,PVER Phase 7 South,Southern Sierra Research Station,Protocol,Immediate adjacent habitat does not equal 100%,,,0.6,15.42,4,,2,1,1,"Detection 2 survey periods,Copulation and CN 6/29 C0-1",,,17,11S,730900,3732803,33.71012182,-114.5084072,732100,3733220,,,dtracy.ssrs@gmail.com,1,PVER Phase 07 S YBCU Survey Summary Form 122920,Complete,,,,I can't find Riverside (or California) in the 2020 folder.  This is along the Lower Colorado River so you can make a new folder for Riverside CA.  They do surveys on both sides of the river.,,,,,,
962,961,,2020,Riverside,Lower Colorado River,PVER Phase 8,Southern Sierra Research Station,Protocol,Date Report Completed,Found date,,0.43,9,4,,1,,,,,,3,11S,730872,3734124,33.72203115,-114.508365,731229,3734596,,,dtracy.ssrs@gmail.com,1,PVER Phase 08 YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
963,962,,2020,Santa Cruz,Brushy Canyon,Thunder Mountain Rd by Brushy Canyon,Jeff Howland,Incidental,,,,,,,,,,,,,,1,12R,,,,,,,,,"Howland, Jeff <jeff_howland@fws.gov>",,,,1 brief aural/visual detections,,,,,,,,,
964,963,,2020,Santa Cruz,Casa Blanca Canyon,"SR 82 between Patagonia and Sonoita, closer to Patagonia",AtoZ Environmental Consulting,Incidental,,,,,,,,,,,,,,1,12R,,,,,,,,,Eric.Herman@atozec.com,,,,1 detections (roadkill) & aurual detections in canyon (# not specified) found by Eric Herman. We don't know if it was a local or migrating bird.,,,,,,,,,
965,964,,2020,Santa Cruz,Unnamed Tributary to Harshaw Creek,Basin Mine,Westland Resources,Protocol,,,,1.1,7,4,,,1,,,,,2,12R,527386,3482942,31.48095688,-110.711677,526500,3482704,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Basin Mine YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
966,965,,2020,Santa Cruz,Harshaw Creek,Bridge Cross Connect,Westland Resources,Protocol,,,,0.6,2.5,4,,1,,,,,,2,12R,525324,3489664,31.54165256,-110.7332135,525617,3489274,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Bridge Cross Connect YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
967,966,mc,2020,Santa Cruz,Harshaw Creek,FS 4701 to Guajolote Flat,Westland Resources,Protocol,,UTMs,,2.1,9.75,4,0,,,,,,,5,12R,525924,3487881,31.50650061,-110.6780787,525874,3480459,,,jtress@westlandresources.com and eric.herman@atozec.com,1,FS 4701 to Guajolote Flat YBCU Survey Summary Form 2020,Complete,"5 detections (no territory data), something wrong with the Y-Coord",,,,,,,,,
968,967,,2020,Santa Cruz,Unnamed Tributary to Harshaw Creek,Great Silver Mine - Lower,Westland Resources,Protocol,,,,2.8,10,4,,,,1,,,,5,12R,527603,3483347,31.4846058,-110.7093811,528200,3485085,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Great Silver Mine - Lower YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
969,968,,2020,Santa Cruz,Unnamed Tributary to Harshaw Creek,Great Silver Mine - Upper,Westland Resources,Protocol,,,,2.4,21,4,0,,,,,,,1,12R,527603,3483347,31.4846058,-110.7093811,526596,3482022,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Great Silver Mine - Upper YBCU Survey Summary Form 2020,Complete,1 detection (no territories),,,,,,,,,
970,969,,2020,Santa Cruz,Unnamed Tributary to Harshaw Creek,Gunther Tributary,Westland Resources,Protocol,,,,0.6,2.75,4,,,,1,Nest,,,5,12R,528081,3486205,31.51038031,-110.7042674,527603,3486314,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Gunther Tributary YBCU Survey Summary Form 2020,,,,,,527719,3486307,,,,
971,970,,2020,Santa Cruz,Harshaw Creek,Harshaw Creek Road,Westland Resources,Protocol,,,,1.5,5.5,4,,1,1,1,Nest,,,14,12R,530569,3485782,31.50650061,-110.6780787,529960,3486720,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Harshaw Creek Road YBCU Survey Summary Form 2020,Complete,,,,,529979,3486692,,,,
972,971,,2020,Santa Cruz,Harshaw Creek,Harshaw Road Hermosa Canyon,Westland Resources,Protocol,,,,1.5,5.5,4,,1,,,,,,10,12R,527680,3481493,31.46787636,-110.7086223,528427,3482249,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Harshaw Road - Hermosa Canyon YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
973,972,,2020,Santa Cruz,Harshaw Creek,Harshaw Road to Harshaw Creek Road,Westland Resources,Protocol,,,,2,6,4,,,2,,,,,13,12R,528976,3483613,31.48697213,-110.6949178,529961,3484476,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Harshaw Road to Harshaw Creek Road YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
974,973,,2020,Santa Cruz,Unnamed Tributary to Harshaw Creek,Harshaw Road,Westland Resources,Protocol,,,,3.2,13.25,4,,2,3,,,,,22,12R,527344,3488274,31.52906532,-110.7119717,528065,3485724,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Harshaw Road YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
975,974,,2020,Santa Cruz,Harshaw Creek,Harshaw to FS 4701,Westland Resources,Protocol,,,,3.6,17.25,4,,1,1,,,,,7,12R,527683,3481414,31.46716351,-110.7085929,525317,3480706,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Harshaw to FS 4701 YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
976,975,,2020,Santa Cruz,Hermosa Canyon,Hermosa Canyon,Westland Resources,Protocol,,,,2.5,13.75,4,0,,,,,,,0,12R,527900,3480965,31.46310721,-110.7063213,527704,3479287,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Hermosa Canyon YBCU Survey Summary Form 2020,Complete,No detections,,,,,,,,,
977,976,,2020,Santa Cruz,Unnamed Tributary to Harshaw Creek,Hermosa Hill 1,Westland Resources,Protocol,,,,2.6,16.75,4,0,,,,,,,0,12R,527327,3481287,31.46602613,-110.7123438,527121,3479617,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Hermosa Hill 1 YBCU Survey Summary Form 2020,Complete,No detections,,,,,,,,,
978,977,,2020,Santa Cruz,Unnamed Tributary to Harshaw Creek,Hermosa Hill 2,Westland Resources,Protocol,,,,1.5,7,4,0,,,,,,,0,12R,526954,3480785,31.46150562,-110.7162838,526208,3479968,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Hermosa Hill 2 YBCU Survey Summary Form 2020,Complete,No detections,,,,,,,,,
979,978,,2020,Santa Cruz,Humboldt Canyon and Alum Gulch,Humboldt and Upper Alum,Westland Resources,Protocol,,,,3,14.5,4,,1,,,,,,4,12R,524819,3481311,31.46629925,-110.7387433,524970,3482803,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Humboldt and Upper Alum YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
980,979,,2020,Santa Cruz,Unnamed Tributary to Harshaw Creek,Lead Queen Mine,Westland Resources,Protocol,,,,1.3,7.75,4,0,,,,,,,1,12R,527602,3483348,31.48461485,-110.7093916,526517,3483619,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Lead Queen Mine YBCU Survey Summary Form 2020,Complete,1 detection (no territories),,,,,,,,,
981,980,,2020,Santa Cruz,Sonoita Creek,Sonoita Creek,Westland Resources,Protocol,,,,0.4,2.5,4,,1,,,,,,4,12R,525300,3491251,31.55597157,-110.7334257,525082,3490923,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Sonoita Creek YBCU Survey Summary Form 2020,Complete,,,,,,,,,,
982,981,,2020,Santa Cruz,Lyle Creek,Lyle Canyon,Audubon Arizona,Protocol,,,,NR,NR,NR,,1,2,,,,,11,12R,548269,3491604,31.55842274,-110.4914009,547791,3490721,,,wa6qmq@yahoo.com,2,,Complete,"Susan deleted 2019 detections from page 3 of form that Audubon forgot to delete and renamed for with ""rev by SSferra"" in part of file name.  Map does not have Legend but can find a master Legend in written AFNM report.",,,,,,,,,
983,982,,2020,Santa Cruz,Temporal Gulch,Mansfield East,USFS,Partial Protocol,Territory data; Magnetic North Declination,,,2.5,6,2,0,,,,,,,3,12R,520161,3496451,31.60298921,-110.7874661,518942,3498008,,,mollie.liskiewicz@usda.gov,1,YBCU MANSFIELD EAST 2020,Incomplete,only 2 survey visits were conducted so complete survey protocol was not conducted.  Appears to be one cuckoo in the same general area in 2 visits but need to map to make sure...Territory data not completed because incomplete survey.,,,What do we do about missing territory data?  See Comments,,,,,,
984,983,,2020,Santa Cruz,Temporal Gulch,Mansfield West,USFS,Protocol,Magnetic North Declination,,,4,8.49,2,0,,,,,,,0,12R,516911,3498225,31.61904721,-110.8216964,515818,3498391,,,alexander.grant@usda.gov,1,YBCU WEST MANSFIELD 2020,Complete,No detections,,,,,,,,,
985,984,,2020,Yavapai,Verde River,Lower Granite Creek,Prescott Audubon Society,Protocol,"Territory data, remainder of survey info",,,2.8,20.94,5,,2,1,2,Juvenile cuckoos found in two surveys ,,,34,12S,369107,3858707,34.86229192,-112.4319707,369621,3857406,,,celex47-ffinfo@usa.net,1,GraniteCreek_UpperVerde_YBCUSummaryForm 2020_AudubonArizona,Complete,Duplicate entry deleted by MT.,,,Was the final survey ever sent/uploaded?  Susan's answer: The version we have is now final.  The comments refered to a partial draft that SP sent us midway through the season so we could see the volume of birds he had.  I am deleting the comments except f,,,,,,
986,985,,2020,Yavapai,Verde River,Camp Verde Riparian Preserve,Salt River Project,Protocol,Magnetic North Declination,,,1.4,7.267,4,,2,1,,,,,25,12S,420086,3826590,34.57798791,-111.8712922,419525,3827434,,,heather.english@srpnet.com,2,YBCU Survey Summary Form -newform- CVRP_SRP 2020,Complete,,,,,,,,,,
987,986,,2020,Yavapai,Verde River,Verde River North of Hayfield Draw,Jacob's Engineering,Protocol,,,,1.45,16,4,,1,3,,,,,25,12S,413888,3835605,34.65877324,-111.9397764,414373,3834308,,,bruce.palmer@jacobs.com,2,YBCU Survey Summary Form 1 200929,Complete,"2 copies of the same survey form, except part 2 lists the one detection part 1 could not fit into Survey 3's rows. Files are identical otherwise. ",,,,,,,,,
988,987,,2020,Yavapai,Verde River,Campbell North,Prescott Audubon Society,Protocol,Subcanopy data,,,1.5,19.09,5,,,1,,,,,5,12S,371918,3859312,34.86810416,-112.4013191,370705,3859282,,,rballandg@gmail.com,1,CampbellNorth_UpperVerdeYBCUSummaryForm 2020_AudubonArizona,Incomplete,YBCU numbers filled out incorrectly. 4/15/21 YBCU numbers not filled out incorrectly.,,,"What does the ""YBCU numbers filled out incorrectly"" mean?  From Susan: YBCU# column looks correct to me.",,,,,,
989,988,,2020,Yavapai,Verde River,Campbell South,Prescott Audubon Society,Protocol,,,,2.4,21.87,5,,2,1,,,,,11,12S,371922,3859316,34.86814072,-112.401276,372459,3860436,,,lhrhoden@gmail.com,1,CampbellSouth_UpperVerde_YBCUSummaryForm 2020_AudubonArizona,Complete,YBCU numbers filled out incorrectly. 4/15/21 YBCU numbers not filled outt incorrectly.,,,"What does the ""YBCU numbers filled out incorrectly"" mean?  From Susan: YBCU# column looks correct to me.",,,,,,
990,989,,2020,Yavapai,Verde River,Verde Springs,Prescott Audubon Society,Protocol,,,,2.2,21.81,5,,1,,,,,,7,12S,369107,3858714,34.86235502,-112.4319718,370462,3859421,,,celex47-glider@usa.net,1,VerdeSprings_UpperVerde_YBCUSummaryForm 2020_AudubonArizona,Complete,,,,,,,,,,
991,990,,2020,Yavapai,Agua Fria River,Cross Y,Audubon Arizona,Protocol,,,,2.8,11.97,4,,2,1,,,,,17,12S,399023,3776706,34.12634157,-112.095041,398285,3777921,,,cathy.wise@audubon.org,1,,Complete,,,,,,,,,,
992,991,,2020,Yavapai,Agua Fria River,Horseshoe Ford North,Sonoran Audubon,Protocol,,,,1.3,8.01,4,,2,1,,,,,11,12S,402277,3793031,34.2738549,-112.0616022,402935,3793852,,,mcbobaz@aol.com,1,,Complete,,,,,,,,,,
993,992,,2020,Yavapai,Agua Fria River,Horseshoe Ford South,Sonoran Audubon,Protocol,Phone number,,,3.1,18.67,4,,1,5,,,,,30,12S,402306,3791222,34.25754592,-112.0610823,401594,3789394,,,tjflood@att.net,1,,Complete,"Two sheets sent with the same info for Horseshoe Ford South, both from Audobon. Duplicate entry was deleted by MT",,,,,,,,,
994,993,,2020,Yavapai,Agua Fria River,Silver Creek,Maricopa Audubon,Protocol,,,,1.8,10.31,4,,,1,,,,,6,12S,403885,3790839,34.25423964,-112.0438922,405527,3790839,,,tjflood@att.net,1,,Complete,,,,,,,,,,
995,994,,2020,Yavapai,Agua Fria River,Upper Agua Fria,Maricopa Audubon,Protocol,,,,NR,NR,1,,,,,,,,2,12S,401366,3798722,34.32508394,-112.0721491,402092,3797590,,,tjflood@att.net,1,,Complete,2 detections (no territories),,,,,,,,,
996,995,,2020,Yavapai,Oak Creek,Oak Creek,Bureau of Land Management,Partial Protocol,Magnetic North Declination,,,3.9,14.49,3,,,,,,,,0,12S,362809,3778852,34.14156003,-112.4880004,365429,3779266,,,cdcarter@blm.gov,1,OakCreekYBC2020SurveySummaryForm,Complete,No detections; second survey period missed due to COVID scare,,,,,,,,,
997,996,,2020,"Yavapai, Maricopa",Agua Fria River,Horseshoe Bar,Audubon Arizona,Protocol,Missing maps,Steven emailed Fernando copy of map on 11/11,,3.5,10.43,4,,,3,1,Juvenile cuckoo ,,,26,12S,392927,3768726,34.05377921,-112.1601551,393286,3767544,,,steven.prager@audubon.org,1,,Incomplete,"YBCU numbers filled out incorrectly; two sheets sent with the same info for Horseshoe Bar, both from Audobon. Duplicate entry was deleted by MT ",,,Two surveys for Horseshoe Bar? Both for Audobon (fixed). RESOLVED,,,,,,
998,997,,2020,"Yavapai, Maricopa",Verde River,Horseshoe Reservoir,"EcoPlan Associates, Inc.",Protocol,Magnetic North Declination,,,11.9,22,4,,1,1,,,,,21,12S,435007,3771000,34.07774411,-111.7044205,434698,3760571,,,tashbeck@ecoplanaz.com,2,2020 SRP Horseshoe YBCU summary,Complete,,,,,,,,,,
999,998,,2020,"Yuma, Mohave",Santa Maria River,BLM Santa Maria River,AZGFD,Protocol,Site Description Comments,,,5,58.2,4,,5,3,,,,,24,12S,272577,3798440,34.30229854,-113.4711857,267961,3799280,,,nclark@azgfd.gov,1,YBCU Data Form 2020 BLM-AGFD Santa Maria River,Complete,"Revised Survey Summary Form submitted 12/21/20 by Nora Clark, but old form still in folder",,,"What do we do about the two county entries?  Susan: Leave as is because we don't want to double count for each county.  I may end up adding in another county field but for now, leave as is.",,,,,,
